YEAR,SEX,FIRST NAME,COUNT
1957,F,DONNA,195
1957,F,KAREN,185
1957,F,BRENDA,170
1957,F,MARGARET,166
1957,F,PATRICIA,166
1957,F,LINDA,164
1957,F,HEATHER,141
1957,F,CYNTHIA,135
1957,F,ELIZABETH,135
1957,F,BARBARA,133
1957,F,NANCY,126
1957,F,DEBRA,119
1957,F,JANET,107
1957,F,SHARON,106
1957,F,SANDRA,101
1957,F,MARIE,98
1957,M,JOHN,484
1957,M,DAVID,430
1957,M,ROBERT,387
1957,M,MICHAEL,338
1957,M,JAMES,317
1957,M,WILLIAM,258
1957,M,JOSEPH,251
1957,M,DONALD,238
1957,M,STEPHEN,213
1957,M,KEVIN,197
1957,M,PAUL,195
1957,M,BRIAN,179
1957,M,DANIEL,175
1957,M,RICHARD,175
1957,M,RONALD,143
1957,M,KENNETH,142
1957,M,GARY,138
1957,M,PETER,137
1957,M,THOMAS,129
1957,M,GREGORY,117
1958,F,MARY,381
1958,F,SUSAN,260
1958,F,DEBORAH,239
1958,F,CATHERINE,218
1958,F,LINDA,184
1958,F,DONNA,176
1958,F,PATRICIA,163
1958,F,MARGARET,159
1958,F,DARLENE,157
1958,F,KAREN,154
1958,F,NANCY,133
1958,F,HEATHER,132
1958,F,DEBRA,127
1958,F,BRENDA,125
1958,F,ELIZABETH,120
1958,F,SHARON,111
1958,F,JANET,106
1958,F,CHERYL,105
1958,F,BARBARA,99
1958,F,CYNTHIA,92
1958,M,JOHN,478
1958,M,DAVID,419
1958,M,ROBERT,357
1958,M,MICHAEL,349
1958,M,JAMES,296
1958,M,WILLIAM,251
1958,M,JOSEPH,250
1958,M,STEPHEN,244
1958,M,PAUL,208
1958,M,DONALD,203
1958,M,KEVIN,202
1958,M,BRIAN,200
1958,M,RICHARD,189
1958,M,RONALD,161
1958,M,KENNETH,152
1958,M,PETER,149
1958,M,DANIEL,144
1958,M,GARY,121
1958,M,THOMAS,115
1958,M,WAYNE,107
1959,F,MARY,393
1959,F,DONNA,266
1959,F,SUSAN,248
1959,F,CATHERINE,216
1959,F,LINDA,198
1959,F,DEBORAH,197
1959,F,KAREN,185
1959,F,HEATHER,165
1959,F,DARLENE,164
1959,F,PATRICIA,150
1959,F,MARGARET,149
1959,F,NANCY,143
1959,F,BRENDA,138
1959,F,SANDRA,126
1959,F,ELIZABETH,119
1959,F,CHERYL,107
1959,F,SHARON,107
1959,F,JANET,106
1959,F,WENDY,98
1959,F,CYNTHIA,95
1959,M,JOHN,509
1959,M,DAVID,402
1959,M,JAMES,357
1959,M,MICHAEL,354
1959,M,ROBERT,299
1959,M,WILLIAM,238
1959,M,STEPHEN,225
1959,M,KEVIN,223
1959,M,JOSEPH,219
1959,M,PAUL,209
1959,M,DONALD,199
1959,M,BRIAN,183
1959,M,RICHARD,175
1959,M,DANIEL,158
1959,M,RONALD,153
1959,M,PETER,152
1959,M,KENNETH,151
1959,M,TIMOTHY,131
1959,M,DOUGLAS,112
1959,M,CHARLES,108
1960,F,MARY,381
1960,F,SUSAN,251
1960,F,DONNA,246
1960,F,DEBORAH,198
1960,F,KAREN,186
1960,F,DARLENE,173
1960,F,MARGARET,168
1960,F,CATHERINE,160
1960,F,LINDA,156
1960,F,HEATHER,142
1960,F,PATRICIA,135
1960,F,NANCY,130
1960,F,BRENDA,129
1960,F,SANDRA,122
1960,F,BARBARA,118
1960,F,CHERYL,111
1960,F,SHARON,110
1960,F,JANET,107
1960,F,WENDY,100
1960,F,ELIZABETH,99
1960,M,JOHN,454
1960,M,DAVID,406
1960,M,ROBERT,355
1960,M,MICHAEL,352
1960,M,JAMES,317
1960,M,PAUL,229
1960,M,JOSEPH,226
1960,M,WILLIAM,224
1960,M,KEVIN,219
1960,M,STEPHEN,216
1960,M,RICHARD,191
1960,M,DONALD,187
1960,M,BRIAN,172
1960,M,TIMOTHY,164
1960,M,PETER,149
1960,M,PETER,147
1960,M,KENNETH,129
1960,M,RONALD,122
1960,M,CHRISTOPHER,114
1960,M,THOMAS,112
1961,F,MARY,379
1961,F,SUSAN,248
1961,F,DEBORAH,209
1961,F,DONNA,202
1961,F,KAREN,174
1961,F,CATHERINE,169
1961,F,DARLENE,163
1961,F,LINDA,152
1961,F,HEATHER,150
1961,F,PATRICIA,149
1961,F,BRENDA,143
1961,F,ELIZABETH,131
1961,F,MARGARET,127
1961,F,NANCY,126
1961,F,SANDRA,125
1961,F,CHERYL,104
1961,F,SHARON,104
1961,F,CYNTHIA,100
1961,F,WENDY,98
1961,F,JANET,97
1961,M,JOHN,470
1961,M,DAVID,423
1961,M,ROBERT,377
1961,M,MICHAEL,363
1961,M,JAMES,315
1961,M,KEVIN,261
1961,M,WILLIAM,244
1961,M,PAUL,231
1961,M,STEPHEN,227
1961,M,JOSEPH,199
1961,M,PETER,177
1961,M,RICHARD,168
1961,M,DONALD,167
1961,M,TIMOTHY,162
1961,M,BRIAN,161
1961,M,DANIEL,154
1961,M,GREGORY,141
1961,M,KENNETH,134
1961,M,CHRISTOPHER,133
1961,M,MARK,133
1962,F,MARY,322
1962,F,SUSAN,226
1962,F,KAREN,187
1962,F,BRENDA,182
1962,F,CATHERINE,181
1962,F,DEBORAH,168
1962,F,DONNA,168
1962,F,HEATHER,149
1962,F,PATRICIA,149
1962,F,DARLENE,133
1962,F,SANDRA,133
1962,F,LINDA,125
1962,F,CHERYL,118
1962,F,MARGARET,116
1962,F,ELIZABETH,113
1962,F,WENDY,113
1962,F,NANCY,107
1962,F,PAMELA,103
1962,F,SHARON,99
1962,F,CAROL,98
1962,M,JOHN,517
1962,M,DAVID,471
1962,M,MICHAEL,409
1962,M,ROBERT,359
1962,M,JAMES,326
1962,M,KEVIN,258
1962,M,STEPHEN,246
1962,M,PAUL,236
1962,M,JOSEPH,234
1962,M,WILLIAM,215
1962,M,DONALD,166
1962,M,DANIEL,164
1962,M,PETER,158
1962,M,BRIAN,141
1962,M,RICHARD,141
1962,M,MARK,132
1962,M,KENNETH,128
1962,M,TIMOTHY,126
1962,M,RONALD,118
1962,M,GREGORY,107
1963,F,MARY,300
1963,F,KAREN,208
1963,F,SUSAN,208
1963,F,DONNA,178
1963,F,HEATHER,155
1963,F,BRENDA,148
1963,F,DEBORAH,145
1963,F,SANDRA,143
1963,F,CATHERINE,135
1963,F,PATRICIA,122
1963,F,NANCY,119
1963,F,ELIZABETH,113
1963,F,DARLENE,110
1963,F,MARGARET,102
1963,F,SHARON,102
1963,F,LINDA,101
1963,F,JANET,98
1963,F,CHERYL,96
1963,F,ANGELA,94
1963,F,WANDA,94
1963,M,JOHN,467
1963,M,DAVID,401
1963,M,MICHAEL,390
1963,M,ROBERT,345
1963,M,JAMES,292
1963,M,PAUL,271
1963,M,STEPHEN,245
1963,M,KEVIN,228
1963,M,WILLIAM,216
1963,M,JOSEPH,196
1963,M,DONALD,174
1963,M,PETER,171
1963,M,BRIAN,153
1963,M,MARK,147
1963,M,RONALD,146
1963,M,KENNETH,144
1963,M,RICHARD,143
1963,M,DANIEL,129
1963,M,TIMOTHY,125
1963,M,CHRISTOPHER,118
1963,M,GREGORY,118
1964,F,MARY,280
1964,F,SUSAN,209
1964,F,KAREN,198
1964,F,HEATHER,173
1964,F,PATRICIA,151
1964,F,CATHERINE,147
1964,F,DONNA,143
1964,F,BRENDA,127
1964,F,DEBORAH,127
1964,F,SANDRA,115
1964,F,DARLENE,110
1964,F,CHERYL,104
1964,F,MARGARET,104
1964,F,LISA,99
1964,F,NANCY,99
1964,F,PAULA,96
1964,F,LINDA,93
1964,F,WANDA,92
1964,F,BARBARA,91
1964,F,SHARON,91
1964,M,JOHN,471
1964,M,ROBERT,383
1964,M,MICHAEL,375
1964,M,DAVID,336
1964,M,JAMES,322
1964,M,PAUL,240
1964,M,KEVIN,221
1964,M,JOSEPH,200
1964,M,STEPHEN,198
1964,M,WILLIAM,181
1964,M,RICHARD,161
1964,M,DONALD,156
1964,M,BRIAN,149
1964,M,PETER,136
1964,M,MARK,133
1964,M,KENNETH,132
1964,M,RONALD,127
1964,M,TIMOTHY,125
1964,M,DANIEL,118
1964,M,CHRISTOPHER,103
1964,M,GREGORY,103
1965,F,KAREN,207
1965,F,MARY,194
1965,F,SUSAN,170
1965,F,LISA,160
1965,F,HEATHER,144
1965,F,DONNA,128
1965,F,DEBORAH,127
1965,F,PATRICIA,122
1965,F,CATHERINE,107
1965,F,NANCY,104
1965,F,ANGELA,100
1965,F,BRENDA,99
1965,F,SANDRA,97
1965,F,CHERYL,96
1965,F,ELIZABETH,92
1965,F,WENDY,90
1965,F,MARGARET,89
1965,F,DARLENE,83
1965,F,PAULA,79
1965,F,JANICE,78
1965,M,JOHN,412
1965,M,MICHAEL,339
1965,M,ROBERT,332
1965,M,DAVID,281
1965,M,JAMES,269
1965,M,PAUL,228
1965,M,DARREN,191
1965,M,JOSEPH,190
1965,M,KEVIN,190
1965,M,STEPHEN,179
1965,M,WILLIAM,153
1965,M,MARK,148
1965,M,RICHARD,129
1965,M,DONALD,125
1965,M,PETER,124
1965,M,CHRISTOPHER,115
1965,M,TIMOTHY,113
1965,M,DANIEL,112
1965,M,KENNETH,111
1965,M,BRIAN,110
1966,F,KAREN,212
1966,F,MARY,209
1966,F,LISA,164
1966,F,SUSAN,138
1966,F,PATRICIA,125
1966,F,DONNA,114
1966,F,HEATHER,106
1966,F,KIMBERLY,105
1966,F,ANGELA,103
1966,F,SANDRA,95
1966,F,CATHERINE,93
1966,F,MARGARET,93
1966,F,KIMBERLEY,74
1966,F,SHARON,74
1966,F,CHERYL,73
1966,F,DEBORAH,73
1966,F,WENDY,73
1966,F,ELIZABETH,71
1966,F,BRENDA,70
1966,F,MICHELE,68
1966,M,JOHN,376
1966,M,MICHAEL,324
1966,M,DAVID,303
1966,M,ROBERT,301
1966,M,JAMES,243
1966,M,PAUL,184
1966,M,JOSEPH,169
1966,M,KEVIN,168
1966,M,STEPHEN,147
1966,M,WILLIAM,142
1966,M,DONALD,132
1966,M,BRIAN,123
1966,M,TIMOTHY,121
1966,M,CHRISTOPHER,116
1966,M,RICHARD,116
1966,M,MARK,113
1966,M,SCOTT,105
1966,M,PETER,103
1966,M,ANDREW,99
1966,M,DANIEL,97
1967,F,LISA,240
1967,F,MARY,181
1967,F,KAREN,157
1967,F,ANGELA,140
1967,F,SUSAN,125
1967,F,PATRICIA,120
1967,F,KIMBERLY,112
1967,F,HEATHER,100
1967,F,CATHERINE,95
1967,F,DONNA,91
1967,F,NANCY,84
1967,F,SANDRA,83
1967,F,DARLENE,74
1967,F,CHERYL,72
1967,F,DEBORAH,71
1967,F,KELLY,70
1967,F,KIMBERLEY,70
1967,F,SHELLEY,70
1967,F,SHERRY,70
1967,F,BRENDA,68
1967,M,JOHN,293
1967,M,DAVID,287
1967,M,ROBERT,281
1967,M,MICHAEL,263
1967,M,JAMES,251
1967,M,KEVIN,162
1967,M,CHRISTOPHER,153
1967,M,PAUL,149
1967,M,WILLIAM,140
1967,M,JOSEPH,137
1967,M,PETER,132
1967,M,BRIAN,127
1967,M,STEPHEN,127
1967,M,TIMOTHY,111
1967,M,JEFFREY,103
1967,M,DANIEL,101
1967,M,DONALD,99
1967,M,MARK,96
1967,M,RICHARD,95
1967,M,THOMAS,92
1968,F,LISA,259
1968,F,KAREN,125
1968,F,ANGELA,124
1968,F,SUSAN,117
1968,F,MARY,115
1968,F,MICHELLE,112
1968,F,HEATHER,101
1968,F,PATRICIA,89
1968,F,KELLY,88
1968,F,SANDRA,81
1968,F,DONNA,80
1968,F,JENNIFER,78
1968,F,KIMBERLY,76
1968,F,MARGARET,74
1968,F,KIMBERLEY,73
1968,F,CATHERINE,72
1968,F,TAMMY,72
1968,F,NANCY,67
1968,F,CHERYL,63
1968,F,BRENDA,62
1968,F,ELIZABETH,62
1968,M,JOHN,312
1968,M,MICHAEL,311
1968,M,ROBERT,267
1968,M,DAVID,254
1968,M,JAMES,196
1968,M,PAUL,163
1968,M,CHRISTOPHER,155
1968,M,STEPHEN,149
1968,M,WILLIAM,143
1968,M,KEVIN,138
1968,M,MARK,138
1968,M,SCOTT,125
1968,M,DANIEL,109
1968,M,DARREN,109
1968,M,RICHARD,109
1968,M,TIMOTHY,107
1968,M,BRIAN,106
1968,M,PETER,105
1968,M,JOSEPH,101
1968,M,DONALD,92
1969,F,LISA,236
1969,F,MARY,123
1969,F,MICHELLE,121
1969,F,ANGELA,104
1969,F,HEATHER,104
1969,F,KAREN,97
1969,F,JENNIFER,95
1969,F,TAMMY,94
1969,F,KIMBERLY,89
1969,F,PATRICIA,86
1969,F,DONNA,79
1969,F,SUSAN,78
1969,F,KELLY,74
1969,F,CATHERINE,73
1969,F,KIMBERLEY,73
1969,F,BRENDA,69
1969,F,SHELLEY,68
1969,F,PAMELA,67
1969,F,TANYA,65
1969,F,CHERYL,61
1969,M,DAVID,289
1969,M,MICHAEL,285
1969,M,JOHN,272
1969,M,ROBERT,242
1969,M,JAMES,195
1969,M,PAUL,156
1969,M,MARK,139
1969,M,CHRISTOPHER,134
1969,M,KEVIN,130
1969,M,SCOTT,127
1969,M,STEPHEN,126
1969,M,WILLIAM,115
1969,M,JOSEPH,105
1969,M,DARREN,102
1969,M,RICHARD,98
1969,M,DONALD,93
1969,M,BRIAN,91
1969,M,PETER,91
1969,M,STEVEN,90
1969,M,TIMOTHY,90
1970,F,LISA,189
1970,F,MARY,143
1970,F,MICHELLE,136
1970,F,JENNIFER,135
1970,F,ANGELA,131
1970,F,TAMMY,130
1970,F,TRACY,128
1970,F,KAREN,110
1970,F,KIMBERLY,108
1970,F,KELLY,101
1970,F,PATRICIA,92
1970,F,HEATHER,89
1970,F,SUSAN,82
1970,F,TANYA,77
1970,F,TRACEY,76
1970,F,KIMBERLEY,69
1970,F,DONNA,65
1970,F,NICOLE,64
1970,F,PAMELA,64
1970,F,SHELLEY,62
1970,M,JOHN,305
1970,M,MICHAEL,285
1970,M,DAVID,270
1970,M,ROBERT,230
1970,M,JAMES,216
1970,M,CHRISTOPHER,158
1970,M,SCOTT,145
1970,M,MARK,144
1970,M,PAUL,143
1970,M,WILLIAM,143
1970,M,KEVIN,138
1970,M,STEPHEN,122
1970,M,JOSEPH,119
1970,M,CRAIG,104
1970,M,ANDREW,103
1970,M,RICHARD,101
1970,M,PETER,96
1970,M,JEFFREY,93
1970,M,STEVEN,89
1970,M,KENNETH,86
1971,F,LISA,202
1971,F,JENNIFER,161
1971,F,TAMMY,143
1971,F,TRACY,138
1971,F,ANGELA,137
1971,F,MICHELLE,137
1971,F,KAREN,125
1971,F,KELLY,121
1971,F,HEATHER,115
1971,F,TANYA,105
1971,F,MARY,92
1971,F,KIMBERLY,79
1971,F,SUSAN,68
1971,F,PATRICIA,64
1971,F,CATHERINE,62
1971,F,TRACEY,62
1971,F,KIMBERLEY,60
1971,F,SHELLEY,59
1971,F,NICOLE,57
1971,F,SANDRA,57
1971,M,DAVID,273
1971,M,JAMES,256
1971,M,JOHN,256
1971,M,MICHAEL,250
1971,M,ROBERT,223
1971,M,CHRISTOPHER,191
1971,M,MARK,148
1971,M,SCOTT,142
1971,M,PAUL,132
1971,M,KEVIN,130
1971,M,JASON,126
1971,M,WILLIAM,119
1971,M,CRAIG,103
1971,M,BRIAN,100
1971,M,STEPHEN,100
1971,M,RICHARD,96
1971,M,SHAWN,96
1971,M,JOSEPH,90
1971,M,PETER,90
1971,M,TIMOTHY,90
1972,F,JENNIFER,182
1972,F,LISA,154
1972,F,MICHELLE,151
1972,F,TAMMY,128
1972,F,ANGELA,120
1972,F,KELLY,104
1972,F,TANYA,101
1972,F,HEATHER,92
1972,F,MARY,89
1972,F,NICOLE,89
1972,F,KAREN,88
1972,F,TRACY,88
1972,F,KIMBERLY,78
1972,F,PATRICIA,76
1972,F,SUSAN,68
1972,F,TRACEY,68
1972,F,SHELLEY,67
1972,F,KIMBERLEY,63
1972,F,JULIE,59
1972,F,DONNA,57
1972,F,KRISTA,57
1972,M,MICHAEL,265
1972,M,JASON,230
1972,M,JOHN,227
1972,M,DAVID,211
1972,M,CHRISTOPHER,204
1972,M,ROBERT,203
1972,M,JAMES,184
1972,M,MARK,140
1972,M,WILLIAM,132
1972,M,SCOTT,125
1972,M,PAUL,101
1972,M,KEVIN,100
1972,M,STEPHEN,100
1972,M,JOSEPH,99
1972,M,TREVOR,96
1972,M,JEFFREY,91
1972,M,DONALD,90
1972,M,PETER,88
1972,M,SHAWN,87
1972,M,ANDREW,84
1973,F,JENNIFER,214
1973,F,MICHELLE,160
1973,F,TANYA,143
1973,F,LISA,131
1973,F,TAMMY,124
1973,F,ANGELA,121
1973,F,TRACY,107
1973,F,HEATHER,104
1973,F,KELLY,97
1973,F,KAREN,83
1973,F,NICOLE,77
1973,F,PATRICIA,71
1973,F,KIMBERLY,70
1973,F,STEPHANIE,68
1973,F,MARY,63
1973,F,MELANIE,62
1973,F,SUSAN,59
1973,F,KIMBERLEY,58
1973,F,TINA,58
1973,F,TRACEY,57
1973,M,JASON,332
1973,M,MICHAEL,258
1973,M,CHRISTOPHER,214
1973,M,JOHN,191
1973,M,ROBERT,189
1973,M,JAMES,180
1973,M,DAVID,177
1973,M,KEVIN,134
1973,M,MARK,132
1973,M,WILLIAM,114
1973,M,SCOTT,111
1973,M,PAUL,106
1973,M,STEPHEN,101
1973,M,SHAWN,92
1973,M,ANDREW,90
1973,M,PETER,90
1973,M,DANIEL,89
1973,M,BRIAN,87
1973,M,GREGORY,86
1973,M,JEFFREY,86
1974,F,JENNIFER,217
1974,F,TANYA,173
1974,F,MICHELLE,149
1974,F,LISA,134
1974,F,TAMMY,132
1974,F,ANGELA,115
1974,F,TRACY,93
1974,F,HEATHER,89
1974,F,KELLY,88
1974,F,NICOLE,72
1974,F,NATASHA,68
1974,F,KIMBERLY,66
1974,F,PATRICIA,66
1974,F,STEPHANIE,64
1974,F,KAREN,61
1974,F,SUSAN,61
1974,F,MARY,54
1974,F,MELANIE,54
1974,F,ELIZABETH,53
1974,F,KIMBERLEY,53
1974,M,JASON,327
1974,M,MICHAEL,246
1974,M,DAVID,230
1974,M,JOHN,215
1974,M,CHRISTOPHER,201
1974,M,JAMES,194
1974,M,ROBERT,179
1974,M,MARK,139
1974,M,SCOTT,120
1974,M,KEVIN,107
1974,M,WILLIAM,98
1974,M,STEPHEN,93
1974,M,TREVOR,91
1974,M,DANIEL,87
1974,M,ANDREW,84
1974,M,BRIAN,82
1974,M,PAUL,82
1974,M,STEVEN,81
1974,M,JOSEPH,80
1974,M,MATTHEW,80
1974,M,SHAWN,80
1975,F,JENNIFER,254
1975,F,TANYA,156
1975,F,ANGELA,125
1975,F,TAMMY,121
1975,F,LISA,117
1975,F,MICHELLE,89
1975,F,HEATHER,85
1975,F,TRACY,84
1975,F,NICOLE,80
1975,F,KIMBERLY,73
1975,F,KAREN,72
1975,F,MELANIE,68
1975,F,KELLY,66
1975,F,NANCY,66
1975,F,NATASHA,60
1975,F,PATRICIA,58
1975,F,STEPHANIE,56
1975,F,KRISTA,55
1975,F,SARAH,55
1975,F,MARY,51
1975,F,TARA,51
1975,M,JASON,352
1975,M,MICHAEL,255
1975,M,CHRISTOPHER,226
1975,M,JOHN,216
1975,M,JAMES,209
1975,M,DAVID,207
1975,M,ROBERT,175
1975,M,MARK,130
1975,M,SCOTT,115
1975,M,KEVIN,111
1975,M,MATTHEW,101
1975,M,STEPHEN,96
1975,M,ANDREW,95
1975,M,WILLIAM,94
1975,M,JEFFREY,93
1975,M,RICHARD,93
1975,M,PAUL,88
1975,M,STEVEN,87
1975,M,DANIEL,81
1975,M,TREVOR,81
1976,F,JENNIFER,287
1976,F,LISA,141
1976,F,ANGELA,138
1976,F,TANYA,136
1976,F,MICHELLE,105
1976,F,TAMMY,99
1976,F,HEATHER,78
1976,F,SHANNON,75
1976,F,KAREN,72
1976,F,TRACY,72
1976,F,AMANDA,70
1976,F,NICOLE,69
1976,F,MELANIE,67
1976,F,MARY,65
1976,F,MELISSA,65
1976,F,SARAH,61
1976,F,STEPHANIE,60
1976,F,KIMBERLY,58
1976,F,LAURA,58
1976,F,JULIE,57
1976,M,JASON,270
1976,M,MICHAEL,265
1976,M,CHRISTOPHER,261
1976,M,DAVID,223
1976,M,JAMES,192
1976,M,JOHN,189
1976,M,ROBERT,163
1976,M,MARK,141
1976,M,ANDREW,110
1976,M,JOSEPH,103
1976,M,SCOTT,102
1976,M,JEFFREY,100
1976,M,STEPHEN,98
1976,M,MATTHEW,91
1976,M,WILLIAM,89
1976,M,KEVIN,88
1976,M,TREVOR,87
1976,M,BRIAN,84
1976,M,STEVEN,84
1976,M,DANIEL,78
1977,F,JENNIFER,233
1977,F,ANGELA,131
1977,F,TANYA,112
1977,F,AMANDA,93
1977,F,MICHELLE,92
1977,F,LISA,91
1977,F,MELISSA,90
1977,F,SARAH,85
1977,F,AMY,84
1977,F,KELLY,80
1977,F,HEATHER,77
1977,F,CRYSTAL,68
1977,F,TAMMY,65
1977,F,KAREN,64
1977,F,ANDREA,62
1977,F,TARA,61
1977,F,ERIN,60
1977,F,SHANNON,59
1977,F,STEPHANIE,56
1977,F,LAURA,53
1977,F,MARY,53
1977,F,NICOLE,53
1977,M,MICHAEL,247
1977,M,CHRISTOPHER,243
1977,M,JASON,242
1977,M,JOHN,174
1977,M,JAMES,173
1977,M,DAVID,168
1977,M,ROBERT,167
1977,M,MATTHEW,130
1977,M,ANDREW,118
1977,M,MARK,104
1977,M,DANIEL,97
1977,M,WILLIAM,96
1977,M,SHAWN,90
1977,M,BRIAN,85
1977,M,SCOTT,85
1977,M,JOSEPH,81
1977,M,STEPHEN,81
1977,M,TREVOR,77
1977,M,JEFFREY,76
1977,M,PETER,75
1978,F,JENNIFER,242
1978,F,ANGELA,139
1978,F,MELISSA,136
1978,F,LISA,128
1978,F,AMANDA,126
1978,F,SARAH,107
1978,F,MICHELLE,105
1978,F,AMY,101
1978,F,TANYA,95
1978,F,KELLY,87
1978,F,HEATHER,84
1978,F,ERIN,77
1978,F,MELANIE,68
1978,F,TARA,68
1978,F,CRYSTAL,65
1978,F,MARY,64
1978,F,LAURA,60
1978,F,NICOLE,60
1978,F,STEPHANIE,58
1978,F,ANDREA,57
1978,F,SHANNON,57
1978,F,TAMMY,57
1978,M,JASON,240
1978,M,MICHAEL,234
1978,M,JAMES,191
1978,M,CHRISTOPHER,189
1978,M,DAVID,186
1978,M,JOHN,178
1978,M,ROBERT,164
1978,M,MARK,140
1978,M,MATTHEW,134
1978,M,ANDREW,116
1978,M,JOSEPH,115
1978,M,ADAM,97
1978,M,RYAN,90
1978,M,STEPHEN,88
1978,M,DANIEL,87
1978,M,NICHOLAS,85
1978,M,WILLIAM,84
1978,M,JONATHAN,81
1978,M,STEVEN,76
1978,M,KEVIN,75
1979,F,AMANDA,333
1979,F,JENNIFER,231
1979,F,MELISSA,177
1979,F,ANGELA,113
1979,F,AMY,104
1979,F,LISA,95
1979,F,SARAH,89
1979,F,MICHELLE,78
1979,F,LAURA,74
1979,F,ERIN,73
1979,F,HEATHER,73
1979,F,KELLY,67
1979,F,TARA,64
1979,F,NICOLE,62
1979,F,MARY,60
1979,F,MELANIE,60
1979,F,CRYSTAL,59
1979,F,TANYA,58
1979,F,SHANNON,56
1979,F,STEPHANIE,54
1979,M,MICHAEL,254
1979,M,CHRISTOPHER,227
1979,M,JASON,208
1979,M,DAVID,177
1979,M,JAMES,175
1979,M,JOHN,171
1979,M,MATTHEW,168
1979,M,ANDREW,141
1979,M,ADAM,126
1979,M,MARK,126
1979,M,NICHOLAS,121
1979,M,ROBERT,118
1979,M,DANIEL,112
1979,M,JOSEPH,110
1979,M,RYAN,102
1979,M,WILLIAM,92
1979,M,STEPHEN,86
1979,M,BRIAN,85
1979,M,KEVIN,81
1979,M,SCOTT,80
1980,F,AMANDA,298
1980,F,JENNIFER,249
1980,F,MELISSA,209
1980,F,SARAH,149
1980,F,AMY,111
1980,F,MICHELLE,105
1980,F,ANGELA,92
1980,F,LISA,90
1980,F,ERIN,89
1980,F,HEATHER,79
1980,F,TARA,72
1980,F,KELLY,69
1980,F,LAURA,67
1980,F,NICOLE,67
1980,F,TANYA,62
1980,F,CRYSTAL,53
1980,F,KIMBERLY,53
1980,F,MARY,51
1980,F,ELIZABETH,50
1980,F,STEPHANIE,47
1980,M,MICHAEL,262
1980,M,JASON,208
1980,M,CHRISTOPHER,207
1980,M,MATTHEW,186
1980,M,DAVID,151
1980,M,JOHN,146
1980,M,ROBERT,143
1980,M,JAMES,137
1980,M,ADAM,136
1980,M,JOSEPH,115
1980,M,JONATHAN,109
1980,M,RYAN,107
1980,M,ANDREW,105
1980,M,MARK,105
1980,M,DANIEL,100
1980,M,BRIAN,86
1980,M,KEVIN,85
1980,M,JEFFREY,82
1980,M,SCOTT,82
1980,M,NICHOLAS,76
1981,F,JENNIFER,275
1981,F,AMANDA,233
1981,F,MELISSA,175
1981,F,SARAH,133
1981,F,AMY,116
1981,F,ANGELA,107
1981,F,ERIN,86
1981,F,MICHELLE,85
1981,F,LISA,79
1981,F,CRYSTAL,74
1981,F,STEPHANIE,68
1981,F,LAURA,63
1981,F,NICOLE,63
1981,F,REBECCA,60
1981,F,MARY,58
1981,F,ANDREA,57
1981,F,HEATHER,55
1981,F,ELIZABETH,54
1981,F,MELANIE,54
1981,F,KELLY,53
1981,F,TARA,53
1981,M,MATTHEW,250
1981,M,MICHAEL,219
1981,M,CHRISTOPHER,210
1981,M,RYAN,191
1981,M,ADAM,167
1981,M,JASON,154
1981,M,JAMES,153
1981,M,DAVID,145
1981,M,JOHN,144
1981,M,ROBERT,133
1981,M,JONATHAN,123
1981,M,ANDREW,121
1981,M,DANIEL,104
1981,M,MARK,93
1981,M,NICHOLAS,88
1981,M,STEPHEN,87
1981,M,JOSEPH,82
1981,M,WILLIAM,77
1981,M,JUSTIN,73
1981,M,BRIAN,70
1982,F,JENNIFER,282
1982,F,AMANDA,177
1982,F,SARAH,162
1982,F,MELISSA,150
1982,F,ANGELA,95
1982,F,STEPHANIE,92
1982,F,CRYSTAL,86
1982,F,ERIN,85
1982,F,AMY,81
1982,F,LAURA,77
1982,F,MICHELLE,77
1982,F,NICOLE,73
1982,F,ASHLEY,70
1982,F,HEATHER,66
1982,F,LINDSAY,65
1982,F,JESSICA,64
1982,F,LISA,64
1982,F,MELANIE,56
1982,F,NATASHA,55
1982,F,REBECCA,55
1982,M,MATTHEW,287
1982,M,CHRISTOPHER,272
1982,M,MICHAEL,245
1982,M,RYAN,211
1982,M,DAVID,153
1982,M,JOHN,151
1982,M,ADAM,149
1982,M,JAMES,148
1982,M,JASON,141
1982,M,JONATHAN,126
1982,M,ANDREW,125
1982,M,NICHOLAS,112
1982,M,ROBERT,111
1982,M,DANIEL,94
1982,M,MARK,94
1982,M,JOSEPH,89
1982,M,STEPHEN,87
1982,M,WILLIAM,86
1982,M,JOSHUA,74
1982,M,JUSTIN,73
1983,F,JENNIFER,269
1983,F,AMANDA,166
1983,F,ASHLEY,153
1983,F,SARAH,147
1983,F,MELISSA,137
1983,F,JESSICA,102
1983,F,AMY,96
1983,F,CRYSTAL,83
1983,F,ERIN,83
1983,F,NICOLE,83
1983,F,ANGELA,81
1983,F,MICHELLE,76
1983,F,LAURA,74
1983,F,STEPHANIE,73
1983,F,LINDSAY,65
1983,F,MEGAN,62
1983,F,HOLLY,60
1983,F,TARA,57
1983,F,ELIZABETH,56
1983,F,HEATHER,55
1983,M,MATTHEW,328
1983,M,CHRISTOPHER,241
1983,M,MICHAEL,214
1983,M,RYAN,189
1983,M,ANDREW,164
1983,M,DAVID,162
1983,M,JOHN,154
1983,M,JAMES,141
1983,M,ADAM,136
1983,M,JASON,134
1983,M,ROBERT,131
1983,M,JONATHAN,120
